,Exam_Score,Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Parental_Involvement,Access_to_Resources,Parental_Education_Level,Resource_Utilization_Score,Motivation_Effort,Parental_Support_Score
0,1.2080493452764647,1.16545945875446,-0.17562909148452344,0.6859717080411724,-1.2090019452197214,2.0,2.0,1.0,-2.4180038904394427,1.16545945875446,2.0
1,-0.3271883895958023,0.002474851044015999,-1.389332143589454,1.3800239141305035,2.0158460090403856,2.0,0.0,0.0,0.0,0.002474851044015999,0.0
2,-0.3271883895958023,-0.6620877819333805,0.5179155097182939,-0.9103483659642893,-0.40278995665469475,1.0,1.0,0.0,-0.40278995665469475,-0.0,0.0
3,-0.07131543378375782,0.6670374840214125,-1.1292529181383972,0.2001351637786406,-0.40278995665469475,2.0,1.0,0.0,-0.40278995665469475,0.0,0.0
4,0.4404304778403312,0.5008968257770634,0.6046085848686461,-0.2162961598749581,-0.40278995665469475,1.0,2.0,1.0,-0.8055799133093895,0.5008968257770634,1.0
5,-0.5830613454078468,-2.65577568086557,0.3445293594175896,-0.3551066010928243,2.822057997605412,1.0,1.0,0.0,2.822057997605412,-2.65577568086557,0.0
6,-0.07131543378375782,0.33475616753271425,0.2578362842672374,-0.3551066010928243,0.40342203191033194,0.0,1.0,1.0,0.40342203191033194,0.6695123350654285,0.0
7,-0.5830613454078468,-1.6589317313994754,-0.34901524178522775,0.33894560499650683,-0.40278995665469475,1.0,1.0,2.0,-0.40278995665469475,-1.6589317313994754,2.0
8,-0.5830613454078468,0.16861550928836513,0.3445293594175896,-1.5349953514446872,0.40342203191033194,1.0,0.0,0.0,0.0,0.0,0.0
9,0.6963034336523757,-0.6620877819333805,0.9513808854700547,1.3106186935215705,-1.2090019452197214,1.0,2.0,2.0,-2.4180038904394427,-0.0,2.0
10,-0.5830613454078468,-0.4959471236890314,0.17114320911688524,0.8941873698679718,0.40342203191033194,1.0,0.0,2.0,0.0,-0.0,2.0
11,1.2080493452764647,1.16545945875446,-0.002242941183819091,-0.2857013804838912,2.0158460090403856,2.0,2.0,1.0,4.031692018080771,2.33091891750892,2.0
12,0.6963034336523757,0.16861550928836513,0.8646878103197027,1.657644796566236,0.40342203191033194,1.0,1.0,1.0,0.40342203191033194,0.16861550928836513,1.0
13,-0.3271883895958023,-0.16366580720033314,-0.6090944672362842,-0.771537924746423,2.0158460090403856,1.0,1.0,1.0,2.0158460090403856,-0.0,1.0
14,-1.6065531686560248,-1.160509756666428,-0.955866767837693,-0.3551066010928243,-0.40278995665469475,1.0,0.0,0.0,-0.0,-1.160509756666428,0.0
15,-1.0948072570319358,-1.160509756666428,-1.389332143589454,-0.2162961598749581,0.40342203191033194,1.0,2.0,2.0,0.8068440638206639,-1.160509756666428,2.0
16,0.4404304778403312,0.6670374840214125,1.2114601109211114,-0.008080498048158753,-0.40278995665469475,0.0,1.0,0.0,-0.40278995665469475,0.0,0.0
17,0.4404304778403312,-0.32980646544468223,0.8646878103197027,0.40835082560543995,0.40342203191033194,2.0,1.0,2.0,0.40342203191033194,-0.32980646544468223,4.0
18,-0.5830613454078468,-2.1573537061325228,0.6913016600189983,-0.2857013804838912,-1.2090019452197214,2.0,2.0,0.0,-2.4180038904394427,-2.1573537061325228,0.0
19,0.9521763894644202,0.6670374840214125,0.2578362842672374,-1.6044005720536203,-0.40278995665469475,2.0,1.0,1.0,-0.40278995665469475,1.334074968042825,2.0
20,0.9521763894644202,0.16861550928836513,1.2114601109211114,-0.14689093926602498,-0.40278995665469475,1.0,1.0,1.0,-0.40278995665469475,0.16861550928836513,1.0
21,-1.0948072570319358,0.5008968257770634,-1.476025218739806,0.2695403843875737,-1.2090019452197214,1.0,1.0,0.0,-1.2090019452197214,1.0017936515541268,0.0
22,-1.0948072570319358,0.002474851044015999,-1.562718293890158,1.1718082523037041,0.40342203191033194,0.0,0.0,2.0,0.0,0.004949702088031998,0.0
23,-0.07131543378375782,-1.160509756666428,1.2114601109211114,-1.3267796896178878,0.40342203191033194,0.0,1.0,1.0,0.40342203191033194,-2.321019513332856,0.0
24,-0.07131543378375782,0.16861550928836513,-0.08893601633417127,0.8941873698679718,0.40342203191033194,1.0,0.0,0.0,0.0,0.0,0.0
25,-1.0948072570319358,0.002474851044015999,-1.3026390684391016,-0.2857013804838912,0.40342203191033194,2.0,1.0,1.0,0.40342203191033194,0.0,2.0
26,0.4404304778403312,-0.16366580720033314,0.3445293594175896,0.8247821492590386,0.40342203191033194,1.0,2.0,0.0,0.8068440638206639,-0.0,0.0
27,-1.0948072570319358,-0.9943690984220788,-0.5224013920859321,0.06132472256077436,-0.40278995665469475,1.0,1.0,0.0,-0.40278995665469475,-1.9887381968441575,0.0
28,-1.6065531686560248,0.002474851044015999,-0.8691736926873408,-0.771537924746423,-1.2090019452197214,0.0,1.0,0.0,-1.2090019452197214,0.0,0.0
29,-0.3271883895958023,0.6670374840214125,-1.476025218739806,1.032997811085838,0.40342203191033194,1.0,1.0,2.0,0.0,0.6670374840214125,2.0
30,-0.07131543378375782,0.002474851044015999,0.2578362842672374,-1.6738057926625536,0.40342203191033194,1.0,1.0,2.0,0.40342203191033194,0.002474851044015999,2.0
31,0.4404304778403312,1.4977407752431582,-0.17562909148452344,-0.6327274835285568,0.40342203191033194,2.0,1.0,0.0,0.40342203191033194,1.4977407752431582,0.0
32,0.6963034336523757,-0.32980646544468223,0.43122243456794174,1.3800239141305035,0.40342203191033194,1.0,2.0,1.0,0.8068440638206639,-0.6596129308893645,1.0
33,-1.3506802128439803,0.6670374840214125,-1.6494113690405103,-0.771537924746423,-1.2090019452197214,1.0,1.0,0.0,-1.2090019452197214,0.0,0.0
34,1.2080493452764647,0.33475616753271425,1.6449254866728722,-0.008080498048158753,0.40342203191033194,2.0,2.0,0.0,0.8068440638206639,0.0,0.0
35,-0.3271883895958023,-0.32980646544468223,-0.17562909148452344,-0.42451182170175744,-0.40278995665469475,1.0,1.0,2.0,-0.40278995665469475,-0.32980646544468223,2.0
36,0.6963034336523757,1.16545945875446,1.038073960620407,1.3106186935215705,-0.40278995665469475,1.0,1.0,1.0,-0.0,1.16545945875446,1.0
37,-0.8389343012198913,-2.1573537061325228,0.3445293594175896,-0.5633222629196236,-0.40278995665469475,1.0,2.0,1.0,-0.8055799133093895,-2.1573537061325228,1.0
38,-0.5830613454078468,0.6670374840214125,-1.562718293890158,1.5188343553483699,-0.40278995665469475,1.0,1.0,2.0,-0.40278995665469475,0.6670374840214125,2.0
39,1.4639223010885092,1.9961627499762056,1.124767035770759,1.588239575957303,-1.2090019452197214,2.0,1.0,0.0,-1.2090019452197214,1.9961627499762056,0.0
40,-0.3271883895958023,0.002474851044015999,0.8646878103197027,-1.3267796896178878,1.2096340204753586,0.0,1.0,0.0,0.0,0.002474851044015999,0.0
