Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement,Access_to_Resources,Motivation_Level,Family_Income,Teacher_Quality,Parental_Education_Level,Peer_Influence,Extracurricular_Activities_No,Extracurricular_Activities_Yes,Internet_Access_No,Internet_Access_Yes,Learning_Disabilities_No,Learning_Disabilities_Yes,School_Type_Private,School_Type_Public,Distance_from_Home_Far,Distance_from_Home_Moderate,Distance_from_Home_Near
1.16545945875446,-0.1756290914845234,0.6465782530627139,0.6859717080411724,-1.2090019452197214,0.0185607945932488,1.208049345276465,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0024748510440159,-1.389332143589454,-2.0735555314155096,1.3800239141305035,2.0158460090403856,0.9948203205185708,-0.3271883895958023,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.6620877819333805,0.5179155097182939,-0.7134886391763979,-0.9103483659642893,-0.4027899566546947,0.9948203205185708,-0.3271883895958023,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6670374840214125,-1.1292529181383972,-2.0735555314155096,0.2001351637786406,-0.4027899566546947,-0.9576987313320732,-0.0713154337837578,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.5008968257770634,0.6046085848686461,-0.7134886391763979,-0.2162961598749581,-0.4027899566546947,0.0185607945932488,0.4404304778403312,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-2.65577568086557,0.3445293594175896,-0.7134886391763979,-0.3551066010928243,2.822057997605412,0.9948203205185708,-0.5830613454078468,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.3347561675327142,0.2578362842672374,-1.3935220852959538,-0.3551066010928243,0.4034220319103319,0.0185607945932488,-0.0713154337837578,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
-1.6589317313994754,-0.3490152417852277,-0.0334551930568419,0.3389456049965068,-0.4027899566546947,0.9948203205185708,-0.5830613454078468,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1686155092883651,0.3445293594175896,1.3266116991822698,-1.5349953514446872,0.4034220319103319,0.0185607945932488,-0.5830613454078468,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-0.6620877819333805,0.9513808854700548,1.3266116991822698,1.3106186935215705,-1.2090019452197214,0.0185607945932488,0.6963034336523757,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.4959471236890314,0.1711432091168852,-0.7134886391763979,0.8941873698679718,0.4034220319103319,0.0185607945932488,-0.5830613454078468,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1.16545945875446,-0.002242941183819,2.006645145301826,-0.2857013804838912,2.0158460090403856,-0.9576987313320732,1.208049345276465,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1686155092883651,0.8646878103197027,-0.7134886391763979,1.657644796566236,0.4034220319103319,0.0185607945932488,0.6963034336523757,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.1636658072003331,-0.6090944672362842,-0.7134886391763979,-0.771537924746423,2.0158460090403856,1.9710798464438928,-0.3271883895958023,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.160509756666428,-0.955866767837693,0.6465782530627139,-0.3551066010928243,-0.4027899566546947,0.0185607945932488,-1.6065531686560248,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
-1.160509756666428,-1.389332143589454,-1.3935220852959538,-0.2162961598749581,0.4034220319103319,-0.9576987313320732,-1.0948072570319358,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
0.6670374840214125,1.2114601109211114,-0.7134886391763979,-0.0080804980481587,-0.4027899566546947,0.9948203205185708,0.4404304778403312,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.3298064654446822,0.8646878103197027,-0.0334551930568419,0.4083508256054399,0.4034220319103319,0.0185607945932488,0.4404304778403312,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-2.1573537061325228,0.6913016600189983,-0.7134886391763979,-0.2857013804838912,-1.2090019452197214,0.0185607945932488,-0.5830613454078468,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
0.6670374840214125,0.2578362842672374,-0.0334551930568419,-1.6044005720536203,-0.4027899566546947,0.9948203205185708,0.9521763894644202,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1686155092883651,1.2114601109211114,-0.0334551930568419,-0.1468909392660249,-0.4027899566546947,1.9710798464438928,0.9521763894644202,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0.5008968257770634,-1.476025218739806,1.3266116991822698,0.2695403843875737,-1.2090019452197214,0.9948203205185708,-1.0948072570319358,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0.0024748510440159,-1.562718293890158,-0.7134886391763979,1.171808252303704,0.4034220319103319,0.0185607945932488,-1.0948072570319358,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
-1.160509756666428,1.2114601109211114,-0.0334551930568419,-1.3267796896178878,0.4034220319103319,0.9948203205185708,-0.0713154337837578,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.1686155092883651,-0.0889360163341712,-0.7134886391763979,0.8941873698679718,0.4034220319103319,-1.933958257257395,-0.0713154337837578,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
0.0024748510440159,-1.3026390684391016,0.6465782530627139,-0.2857013804838912,0.4034220319103319,0.0185607945932488,-1.0948072570319358,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
